Id,Review,Label
26688,mind blowing,5
26689,Bravo and thanks!,5
26690,Loved this course! Incredibly well structured and well explained content! The assignments were a little too easy for my taste but the explanations throughout the lecture made up for it. The instructor is very fun and engaging and explains the subject matter very clearly. Would definitely recommend!,5
26691,"Great course, help me a lot about the concepts about web-developing,",5
26692,Awesome course. Instructor is very informative and sets a good pace. Recommended this to my entire team.,5
26693,It is ok. It is super :),5
26694,Very useful!,5
26695,"I'm learning a lot with this course. Thank you, Coursera, for the iniciative!",5
26696,"Fantastic introduction. More thorough than I expected, this is a fine foundation class to enter front-end web development.",5
26697,Very well organized course material which covers the subject of modern front-end web development and offers basic familiarity with its technologies and many useful resources. I would definitely recommend this course for a head start to anyone interested in learning web development.,5
26698,"Really a great instructor, benefited me a lot to grab the basics of web development, not just that the course exercises are also a great place to practice what we learn in the modules.",5
26699,"Very nice and comprehensive, thank you!",5
26700,"The course is great! Everything is well explained, a lot of example, good sense of humor and really cool and adequate exercises to implement what is leant, I highly recommended for anyone who wants to get the basics (maybe even more) of web development.",5
26701,"Thanks, tatty! :)-Moshe",5
26702,Amazing Course with a great communicator.The message is passed on a clear way and the examples are amazing.Whish we could have some more to learn.Thank you for sharing your knowledge!António,5
26703,"Excellent material, to the point. Looking forward to completing the current course.",5
26704,really helpful,5
26705,Great course for beginners in web development with an excellent instructor who explains everything in detail. Highly recommended.,5
26706,Very good course!,5
26707,"An excellent introduction to web development technologies, valuable even to people who have been doing web development for years.",5
26708,"Very good course for understanding HTML, CSS, JS.How we can add russian subtitles",5
26709,It's a very useful and modern course with professional team!,4
26710,Great Explanation!!,5
26711,Very good!!!!Especially to new-entry.,5
26712,Great course for the beginners. I believe these who are really interested in web design will like it. Thanks for the lecturers of this course.,5
26713,Prof Yaakov really makes the class experience come to life & provides seamless instruction.,5
26714,Course is great!But I have to say there should be more practical excercises (writing code) through first and second part just to use html and css syntax in real world not only on quizes.,4
26715,am really thankful to Coursera for teaching me this subject and its really helpful :),5
26716,Fantastically well structured and with good explanations. Really like the structure.,5
26717,simple to follow,5
26718,"Great guidelines and teaching schematics, I love the way the lectures are approach and how this vast topic has been made basic, easy and understandable.",5
26719,"Amazing course! Lots of information, practical work and learning.",5
26720,What a thoroughly informative and enjoyable course! A big shout-out to Prof. Chaikin who explains the concepts in such a brilliant manner. Highly recommend this course to budding web developers.,5
26721,"i'm done with the first module,so far so good...",5
26722,"doesn't have to be that complicated with command prompt actions from the beginning of the course, that make the motivation drop very fast.",1
26723,Great course. It is carefully structured to quickly show the fundamental essentials. This is specially useful in a platform that is hard to identify what is current and functionally complete and what is not. It is also clearly explained.,5
26724,The course is nicely paced. I was able to go through all the videos and assignments within a day or two.Prof. Yaakov Chaikin is very skilled and makes his videos fun to watch. It is amusing as well and educational. Really liked the videos about the Restaurant Visit and how to talk to a customer and what to expect and how to deal with issues in the process.,5
26725,Great course ! Highly recommend .,5
26726,"After trying several courses, i can say that this one is the best so far. the rhythm of the lessons and the clarity of the lectures are some of the most valued virtues that i found here. it is really enjoyable to keep going thru the weekly lectures.",5
26727,very good lectures!,5
26728,A very good course which walks you through developing a real web site.,5
26729,Excellent course. I appreciated the focus on responsive websites with Bootstrap. I really liked the explanations on the core foundations of CSS & JavaScript that seasoned web front end developers should have.,5
26730,"Really good course, Thank you :What I liked the most is?- The koans at the end of each ""not always"" lesson.The professor gives you the what´s, why´s and some tips.",5
26731,Lot of useful knowledge given in very easy way. Accelerates fist steps in web development and gives strong ideas of future possibilities.,5
26732,I used to go through W3school and Codecademy to start my coding learning as a front-end developer. This course perfectly blends in the knowledge I learned. Amazing! If you have read many chapters of HTML/CSS/Javascript but still don't really have an idea of what are you doing. CHECK THIS CLASS!,5
26733,only put Spanish subtittle,4
26734,The best course on coursera,5
26735,"i love it, thanks for the great work,",5
26736,its awesome to start with...,5
26737,It's a great introdutory course. It explains very well why things are the way they are.,5
26738,Awesome! An interesting course and the JavaScript part is really a jewel. Professor Yaakov introduced us in the guts of JavaScript with a very clear explanation. Definitely a great course BUT it demands of the students time and effort to finally get the goal!,5
26739,Awesome Mentor and comprehensive course,5
26740,The best course! so far on Coursera. Very impressed with the instructor Yaakov and also everyone who provided timely help with assignments or other questions.,5
26741,"This course was very useful, there was something that I already knew, but some thing were new for me",5
26742,"Excellent front end course for the required level (intermediate). Does not go over concepts already known by anyone who has done some programming, and instead concentrates on the laguage most specialised areas",5
26743,Great Course and great learning experience. Would learn a lot if you actually care!,5
26744,"Very useful, complete, clear and awesome course. The tutor explain not only what you need to know about web development but also what you need to know when using this skills in the real world interacting with clients. I absolutely will recommend this course and be forever grateful with it. I encourage you, who is reading this, to sign to the course! Especially if you have interest in the informatics and coding topics!",5
26745,Very informative course!,5
26746,"This course was great! The instructor was very knowledgeable and incorporated humor into the lessons, which kept me interested in the topic. I found the last section (Javascript) a bit challenging since I had no prior knowledge of the subject, but I was able to follow along enough to get a basic understanding. I definitely recommend this course!",5
26747,"Phenomenal course! Hands-on, great and thorough lectures. Perfect for beginners as well as people with some experience/idea how html works! Much more advanced than many other courses offered.",5
26748,really good course . very detailed .,5
26749,"This is one of the excellent courses I've ever taken online. The professor is very professional and articulates amazingly the concepts living no room for dozing or re-running the lecture videos. I really loved the road trip to the client who wanted their website designed, and it really gave insights on how to go about the process from Mock-ups sketching, Client Interaction up to the Actual Design. Kudos and A+++ for the course.",5
26750,"This course is very usefull... in a simple word.. Its awesome... thank you ""Johns Hopkins University"" and Mr. Yaakov Chaikin.",5
26751,"This teacher is amazing. I was registered for Angular, when it was delayed the teacher wrote and recommended this (week 4 and 5) to brush up on Javascript. So glad I found it. He is so clear.",5
26752,One of the best courses to start learning front end web development from scratch. The course contents are of high quality and Professor Yaakov Chaikin is great at explaining things in an easy to understand fashion. Kudos to the team behind this course. I am glad and happy that I enrolled myself in this course!,5
26753,"Great information not just on coding but also the programs used in coding. Also, incredibly well presented and easy to follow and understand.",5
26754,Great Course! Learnt a LOT which I never knew before... Thank you Yaakov!!,5
26755,It's the best course and the best teacher I ever had!,5
26756,"This course has been very insctructive and great motivation to look further into Git, HTML, CSS, Bootstrap and Javascript. It's the backbone of web development meaning the best place to start from but also that it cant possibly cover everything. I found that w3schools and an online git tutorial of the quite a few out there, perfectly complete this course. A big thank you! to all the people that put effort into this.",5
26757,"great course, accurate and good explanation.",5
26758,Great course with well structured content. Instructor explains everything to detail. Best HTML CSS JS course I'd recommend.,5
26759,A much appreciated course !!! This course give me a boost in my studies further in Web development. Will appreciate Johns Hopkins University team if in future you will provide the course on Node.js as well.,4
26760,Excellent course.. I recommend this course to all newbies ..,5
26761,"Beautiful Course, Very well crafted both beginners and for people who need a refresher course",5
26762,Great course! Instructor does excellent job clearly explaining a number of important topics.,5
26763,Greate course! Thank You,5
26764,It's absolute grate.,5
26765,"The course is very informative and useful if you are newly introducing yourself to web development.And the instructor is just awesome! He makes the course very interesting, deserves 5 stars.",5
26766,Great cource! You will use most actual instruments to accomplish it. Good basis and pro tips included.,5
26767,"I liked the course very much. It is organized very well. I have found all the content appropriate and useful. Moreover, some more interactiveness in weeks 1 and 2 would add more value to the course :)Thank you very much for effort",5
26768,Very Good Course.,5
26769,"This course was a nice into to HTML, CSS and Javascript. If you have no previous background in programming, the js will be very hard to follow and is quite complicating. BUT this course will get you thinking and excited when you solve a problem!",4
26770,Yes. Five stars! Awesome course,5
26771,"If possible, I would give 6 stars :P",5
26772,The AJAX part could have shorter sections of 5-6 minutes at most.The course could use more images/animations - too many explanations given at the code editor!,4
26773,Great!! I haven't any other words! ),5
26774,interesting and useful !,5
26775,The HTML/CSS part of this lecture are really amazing (5 star I would say). I felt that the JS parts were a bit rushed through and probably needed a separate course. I am also working on the side (as a backend engineer) and got the chance to apply whatever I learnt and not rely on our front-end engineer so it was great. Thanks for the course leader and the course providers for my first step towards becoming a full-stack engineer!,4
26776,Very thorough and clear.,5
26777,Salute to the instructor!,5
26778,"This is a great course, I really liked it! First, because I don't speak English very well and I could understand everything and second because the content is real and it helps you to learn more about the development's process. Congratulations for this course!",5
26779,"Most of the course was very enjoyable, but some of the lectures seemed to drag on without much happening and were pretty hard to slog through.",4
26780,"Learned many things, instructor was good, the way of teaching was good. interested to go for paid certification :). thank you coursera",5
26781,"Thank you for such an interesting and intensive course on web development, it really covers a lot: HTML5, CSS3, Bootstrap 3, JavaScript, jQuery, AJAX, JSON, wow, that's really cool course!",5
26782,"It's just amazing lecture. Thank you so much for sharing it here.I would like to thank Coursera for everything they are doing to help us, and I would like also to thank in particular Yaakov Chaikin for all what he did during the lectures. Thank you so much!",5
26783,Awesome course! This was my first course on coursera and I am satisfied. This course gave me many tips in order to improve my coding on web.,5
26784,"Although it took me quite a while to figure out how to push my solution on to github (was making me very mad), I figured it out!! I really like the way you teach lectures. I am giving you a 5 star because, I like the way you give resources and examples of each section you're teaching. I am leaning a lot and look forward to learn! Thank You",5
26785,"I've learned bits and pieces of HTML, CSS, and Javascript in school and work. With that said, this course was an easy one for me, nevertheless it helped organizing my prior web dev knowledge, and had definitely shined lights onto some details that I didn't know before. Yaakov did a great job explaining the basic concepts, as well as tapping into the common tricks and pitfalls.I'd recommend this course to anyone who's just starting to learn web development, as well as those who'd like to put their previous on-the-spot learnings into an organized piece.",5
26786,Very Good Course.A real world example site to work on made it much easier to understand and put the coding into context.,5
26787,Very nice & detailed course! :),5
26788,Good course. The assignment is very good.,5
26789,"The HTML and CSS portions are excellent. The JS and AJAX portions move at a very brisk pace, making it difficult to understand and keep up. I have some cursory knowledge of programming and JS but it was still quite challenging to fully understand module 5.",4
26790,I'm learning a lot in this course! Thanks to Yaakov Chaikin and Coursera!,5
26791,i like this course. The syllabus coverage is good. i am eagerly waiting to enroll the next course...,5
26792,"i liked th course , easy to understand",5
26793,"Excellent course! It combines the perfect amount of ""practical"" theory that it will really help in real life. Very understandably examples.",5
26794,"Simple, practical, and interactive approach. The faculty is an experienced instructor, making coding looks simple and easy.",5
26795,Excellent class! Professor Yaakov explains very clearly. Highly recommend!,5
26796,Great course! Perfect amount of content. Loved it...,5
26797,"One of the best courses on HTML,CSS and javascript..Unlike other courses which directly take to higher concepts leaving behind all the foundational concepts,this course teaches the foundational concepts first and then gradually introduce higher concepts as well.Thus making the learning process pretty easy and at the same time making concepts clear and free of doubts.I like this approach!!I would highly recommend this course for those who want to understand the basics of HTML,CSS and javascript and clear all doubts which are otherwise created by directly jumping into higher concepts......And last but not the least thanks Coursera for providing best online courses and Thanks Johns Hopkins University for presenting this beautiful course......",5
26798,"Great course, though the javascript part is very fast paced and could be extended a bit more. As a beginner, sometimes it was very difficult to understand some code lines without using outside resources. Nonetheless, it is an awesome introduction course for beginners.",4
26799,Its really great and easy to learn,5
26800,"Very nice teacher, he is responsible, thoughtful, knowledgeable and ready to handle all the questions we posed.Very nice course! This course provide us a whole view of the HTML,CSS,JavaScript and lots of useful websites and tools, which may help us develop easier and learn with a target.This is the first course I attend in Coursera, I've spent a lot of time choosing the start, and now I can say this is the one.Thank you teacher and Johns Hopkins.",5
26801,A great course. It is not difficult to learn and is very useful. as a lecturer has a great sense of humor :),5
26802,In this course you will learn the basic concepts about web development with the latest technologies. The explanations of every concepts are clear and understandable with simple examples.I highly recommend people taking this course. I learn a lot!,5
26803,Very helpful for beginners.Instructor teaches every details you need to start as a web developer.,5
26804,"Amazing! I was a desktop developer. At the end of this course, I´m sure that I wil became a web developer.",5
26805,"This is a good basic course to get started with HTML, CSS and JavaScript. The last two assignments did seem a little too easy and the last module feels a bit rushed through the Javascript code.Nonetheless I would recommend this course to anyone interested with web development and the basic concepts!",5
26806,"This is fantastic course, everything is clearly resented. Foundation parts are just excellent - they give knowledge what's going on behind the curtain. Everyday I was launching next video with true excitement.And last but not least, Yaakov Chaikin is a great tutor!",5
26807,"This course is an outstanding introduction to Web design technologies and tools. As a backend developer, I was looking for a course to refresh my knowledge of HTML and CSS, and this course went far beyond what I had hoped to learn -- even introducing me to some new tools, as well as filling in a lot of the background of WHY things work the way they do. My only criticism might be that the final week's assignment was not very difficult, and perhaps as a result, didn't force me to really study the material. Otherwise, I highly recommend this course, and I'm looking forward to taking the Angular course in this series. Thank you very much, Yaakov, and Johns Hopkins!",5
26808,with this course i already feel like a developerMr Yaakin thanks,5
26809,Very Nice Course!! Really Helpful.!!,5
26810,Excellent course and material. Good instructor.,5
26811,"Before this course I could write html, css, and js. Now I actually know what I am doing.",5
26812,the Course content is great and the Tutor is doing a great job but I didn't like the fact that i'm forced to use Github to submit my assignments,2
26813,"It's a great course. Thank you very much professor Yaakov, I learnt a lot!",5
26814,Great!,5
26815,great course,5
26816,Simple and great course for all beginners in Web Development.,5
26817,"My first completion of a Coursera course, the materials are interesting. The JavaScript part of the lecture is kinda overwhelming, I wish we could have more practice and some more in depth or involved homework to help me understand the material and practice them.",4
26818,"I can tell that the Professor undertook a lot of careful planning and execution in preparing this course for students. Yaakov Chaikin teaches the course in a fun, problem-solving way. I personally appreciate his clear enunciation of words and thorough explanations of his website-planning process and the tools needed to accomplish the goals.",5
26819,"Excellent excellent course!!! Professor Yaakov Chaikin is brilliant, he really knows what he is talking about. I attempted learning HTML, CSS, JQuery and JavaScript on my own and in just a very short amount of time of taking this course, I have learned so much more! I am thankful I found this course when I did. I am looking forward to what is to come. Thank you professor!",5
26820,"I feel this course has been a great way to be trained in many concepts in a little amount of time. Html, css, Javascript, bootstrap, jquery, github, ajax, json... there were some kind ob big scary names for me, and in just 5 weeks I'm in my way to master them, after a great first step. I've enjoyed it.",5
26821,Great !!!,5
26822,The best course ever.,5
26823,great course for beginners,5
26824,Detailed and easy to understand,5
26825,Excellent course.. very practical and didactic,5
26826,"Instructor seems like a genuinely invested teacher who provides plenty of resources, points you in the right direction in considering how to approach a client meeting, and provides in-depth explanations for what you need to know and do. A few of the later more advanced concepts really relied on students to follow along and type themselves, and you will want both notes and comments in your code to help you remember the important details (<!-- --> in HTML or /* */ in CSS). This combined with one or two other HTML/CSS/JavaScript Resources provides a comprehensive introduction to web design, though! Just be sure to allow yourself time to learn, absorb, practice, and work on the assignments. Plug into the community with detailed information when you have questions and you will be fine! :D",5
26827,Really good,5
26828,Explanation is really good. Some more assignments were required,5
26829,great teachings but somewhat improvement in the use of technology,4
26830,"Nice, the assigments were a little too easy in some cases and the last part with javascript it was a little too quick with all the code to make the webpage dynamic. But in general you learn all the basics to amke a full website with html/css/javascript.",4
26831,Very good course. Lots of useful tips on how to set up an efficient development environment. This course has a lot of knowledge and is very well taught.,5
26832,"A very interesting course in which you can learn HTML, CSS and JavaScript. You don't need a high level to start this course but you can learn a lot.",5
26833,My first web developing class.,5
26834,"Great course, covers a lot of areas. Things do get quite advances, particlarly later on in the Javascript modules so you might have to watch it a few times. Yakoov does a great deal of explanation in order for you to understanding, but somethings might not sink in straight away. The assignments are a great way to troubleshoot issues and their is great support on the discussions fourm. Would recommend. Thank you!",4
26835,Course which learnt in best way!,5
26836,"Yakoov is one of the best instructors I ever had on coursera. I am planning to take additional courses from him as instructor. This class is great. I was expecting just the a basic refresher course on the basic web technologies, but I ended up getting more than what I expected. The coverage is just enough to getting off the ground and explore more complex topics. Also, the responsive design coverage was completely appropriate and timely, at least in my case. I highly recommend taking this class and others offered by Yakoov Chaikin.",5
26837,"A very thorough and interesting course. Prof. Yaakov is incredibly talented and keeps the lessons dynamic and he goes into details without making it tiresome. I'm happy to have discovered it and I would definitely recommend it to others, pure 5/5 rating.",5
26838,Great course !,5
26839,Awsome Loving it..Hope to brilliant websites after the tutorial...,5
26840,Great course!!!,5
26841,"I also went through a couple of other universities that provide the same course, But this is the best of all. Easy and simple as well.",5
26842,"Really stimulating course and very much worth the time and effort needed to keep up the pace.I took advantage (due to illness) of the possibility of retaking the course, and am grateful for the chance to have finished all the weeks after the pause.Very impressed by the lecturer's enthusiasm and help.",5
26843,This course is really well thought and organised.Thank you very much for the course,5
26844,Great deep & wide view on topic of the course! The example site for Restaraunt is excellent!,5
26845,"This is real HTML, CSS, and Javascript for Web Developers! Great course!",5
26846,"Learning a lot, very fast. Thanks Yakov!",5
26847,Very well explained and lots of details to understand (not to mention that all the course has examples that can be downloaded from github).,5
26848,"Well organised and presented, but the assignments need to be ""meatier"". There's almost no actual coding involved, very little scope to practice what we learned.",4
26849,From Shallow to Deep.A complete course for web development.,5
26850,"As far as I've just finished the second module - I'm amazed!The mentor is great, the information is awesome, the practical part is helpful and useful... I'm very glad I've enrolled to the course.And even though I'm a TOTAL beginner at web design, I started to understand what it is all about and how it works.I build up fresh plans for my life using the new possobilities I well learn at the course.Thank you very much.I really enjoy it))",5
26851,GREAT COURSE.......Learning alot,5
26852,Wonderful course,5
26853,Finally it's simple to understand! Thank you for your work!,5
26854,It was a great experience for me to learn about new technologies. Thank you very much.,5
26855,"A perfect gateway into web development. I would recommend this course to anybody who deals with websites in general. Even if you are not a developer, you can take this course just to know how websites do the things they do. It's concise yet very complete, and very rewarding.All the content is structured very well: the topics are divided into small morsels, if you will, perfect for learning. The instructor, Yaakov Chaikin, is one of the best teachers I have come across and the assignments are engaging and pose just enough challenge to help you learn. Five stars any day.",5
26856,Very clearly explained.,5
26857,"Great course, learned a lot of new concepts",5
26858,Really great course with detailed illustration and excellent organization!,5
26859,"Informative, detailed and well constructed together with well timed responses from the community,the course components marry well together!!!",5
26860,The best course in coursera!!!!,5
26861,Lessons are really easy to understand and the material is quite professional.,5
26862,very detailed. much better than the Hong Kong University's one,5
26863,Good Course for beginner !,5
26864,"Well developed and fast paced. This course is for intermediate students. Prof. Chaikin has a thorough understanding of how all of the pieces (HTML, CSS, JS, design, photography, and copy editing) work together to create a useful and engaging web site. You will also pick up and learn to use great tools along the way: GitHub, Sublime Text, and BrowserSync among others. The instructor is engaging and gregarious, as keeps in touch with the discussion forums.",5
26865,"One of the best courses I have ever taken. Yaakov explains everything so clearly and and uses examples that make you fully understand all terms. Also all content is wrapped up by a project - a real project, a real website that you create from scratch and by the end of the course you 've got it ready, working and functionable.Thanks Yaakov for the exceptional material and your effort and thank you coursera for offering the opportunity to take this course even with no money at all!",5
26866,"There should be a 10 star rating! This is the coolest course on web developing! Yaakov's teaching approach makes coding fun and interesting. Thus, it helps me, as a beginner, to absorb the lesson without tensions or fear of failure, but, instead, full of excitement in exploring the world of coding.Many thumbs up!",5
26867,Tutorial is very good.Explanation are really easy to grasp,5
26868,"Excellent course! Thank you, Yaakov!",5
26869,"Very good course! I have tried different coding classes online, to differing degrees of success.This course had 2 benefits in my eyes:1) Realistic, yet actual deadlines. Self-paced stuff is great too, but its also good to have a certain time that assignments need to be done.2) It helps you set up dev environments! Hard to find good walkthroughs of that. This class has walk-throughs in the beginning, but you also do it a few times throughout the course.",5
26870,that was good,5
26871,"Excellent material, very well explained. Useful and practical approach.",5
26872,"Very good teacher, he knows the subject and how to transfer his knowledge to the student.",5
26873,Very well explained!,5
26874,Great lectures and the coding assignments solidify the new knowledge. Lots of context so that you can identify the tools of the trade.,5
26875,"Learning so much in this course. The lectures are very informative and fill out the info you need to complete each component. The lecture style makes it a much more rounded learning experience than just a straight online coding course. Thanks to all who put it together, can definitely recommend it.Make use of your ability to review the content as it does move quite fast and there is a lot of information to retain before you get to put into practice what you have learnt.",5
26876,"Awesome! Yaakov is very entertaining, but still educating.",5
26877,Great course! Covers a lot of useful topics to build your own site. Good speed and doesn't contain useless talks about nothing.,5
26878,One of the best course in Coursera,5
26879,easy to understand and the teacher is very cute,5
26880,Very good course! Well structured!,5
26881,Great course. Instruction was clear. Information had great depth for an intro course. Gives you enough to build basic webpages and begin to explore nonbasic concepts on your own.,5
26882,"Great course, very instructional",5
26883,An exceptionally comprehensive but concise course on Web Development.,5
26884,really useful!!!,5
26885,This is the best Intro to web development course on Coursera. The other courses don't take the time to explain the whys.,4
26886,Arguably one of the best courses online for web design and JavaScript! Highly recommended for beginners.,5
26887,"This is a really great course. The teacher makes it a passionate, interesting and, above all, friendly experience.One of the most complete and thorough courses I've found on this topic.",5
26888,I really can't believe this is free to access... Awesome course.,5
26889,Javascript would be better!,4
26890,It's really great. I used to programme backend application in Java EE and modern frontend was a kind of magic for me. Now I understand!Thanks a lot.,5
26891,Great course. I learned a lot.,5
26892,Excellent course! Mr. Yakov Chaikin is a great instructor. Many thanks to him!!,5
26893,Nice introduction to web programming. Module4-easier version assignment is really too much easy.,5
26894,This is one of the most detailed online courses I have ever taken. Great job!,5
26895,"This course is awesomely good. And hats off to u Mr. Yaakov for ur efforts. One request is that, atleast for the person persuing the course for free should be given some kind of certificate for completion of this course.",5
26896,wonderful course....this is the first time I think I wold be able to complete a course....keep up the good work sir.,5
26897,"Excellent course, good structure very easy to understand.",5
26898,"I really loved the way HTML 5, CSS 3 and Bootstrap was taught! Great job there. I just wish javascript was covered in more detail.",4
26899,"Perfect - superbly explained, well paced, thorough without being overwhelming and offers some intuitive and rewarding assignments.",5
26900,"Very practical course, a lot of resources to your disposal, all information is very clear, you have a forum to ask any question and the professor answers really fast.! I can't believe it but i'm getting a lot of fun learning how to program with this languages! Also, the professor speaks english very clear which is great for me as i'm from México and i have no a perfect english. There is also an option to put subtitles on, but, at least for me, is kind of annoying read subtitles and listen to videos at the same time.",5
26901,Amazing course!!!,5
26902,Really fun journey through web development.,5
26903,good course,5
26904,"I liked it, but still a little advanced for me. Starts simple, but I recommend starting somewhere else for Java if it is new to you.",4
26905,Excellent course! Learnt a lot when I actually got to see a website being developed from scratch!,5
26906,I like this course it is very easy because of the trainer,3
26907,Fantastic first step into Web Dev! Yaakov is a talented teacher who is clearly comfortable enough with the course material to teach effectively. I have learned so much in the past 5 weeks and I will definitely be signing up for more courses!,5
26908,The Best Course For beginners.Thanks.,5
26909,"This is a really great course... I had some experience in Front End, and still, through this course I got many insights and got better understanding of several Front-End aspects. Thumbs up!",5
26910,"High level (at least for me), but very well explained. I really like rating and being rated by other students. World class course!",5
26911,"solid teaching style where you mostly see code being worked out instead of see the teacher talk. he uses the command line, github and browser sync, which are all pretty useful. i wasn't too familiar with the extras, but it was a friendly introduction into how all 3 could be tied into HTML/JS/CSS.",5
26912,All I have to say is: Excellent course!!! I would highly recommend it to anyone :D,5
26913,This course has made me more confident about my web development career.Thanks to coursera for providing such platform for the learners.and off course a big thanks to the instructor Mr. Yaakov Chaikin and the community.,5
26914,It is a very good course. It is loaded of many guided examples.,5
26915,"A lot of information comes at you pretty fast. Which provided me with plenty of practice backing up the video to repeat some parts. I'm not complaining, but it was a pleasure to have code available to follow during Dr. Yaakov's lectures.This is a good initial course into HTML, CSS & JavaScript.I'm hoping to find a continuation of this course in the future.",5
26916,Very good and useful course for beginners in front-end development,5
26917,Good course to get some knowledge about the web technologies foundations.,5
26918,Very clear explainations. A good quality course!,5
26919,Really good,5
26920,excellent course highly useful for beginners.,5
26921,"Incredible! Not only does this course teach you how to develop a webpage in detail but it makes it so much more fun and convenient to understand all the codes. Thanks to the professor a million times for this course! Even though I've just passed my 12th grade I'm not having any problems learning or understanding this and trust me, I'm not a topper. I'm an average student but this course was exceptionally easy to understand! Thank you!",5
26922,Good overview and gave me all the cards to do thing by myself,5
26923,I think this course and lectures are excellent i have ever learned on Online course.I am able to learn a lot of pretty much of things which i never learn before.Thank you Coursera and Johns Hopkins University to brings this course to us!,5
26924,great course,5
26925,Nice videos that make the course easy to follow. The HTML and CSS are very good starting points to learn about these lenguages. A little more info on JavaScript would be nice though. The instructors are very helpful and are willing to help you if you get stuck in the assignments.,5
26926,Great course! I enjoyed it a lot!,5
26927,Great course.,5
26928,Its Very interesting . I am able to get almost every thing and able to use it.,5
26929,"Lectures are nicely short and straight to the point without any redundant explanation.I feel I am learning a lot of information on each lecture.Quizzes are short and great. Also, they help me to kind of review the lecture right after I watch them.",5
26930,"Great course for beginners. First half is really good, but the second half looks slightly unaccomplished.",4
26931,Excelent professor and course,5
26932,It's very good!,5
26933,Great course! Yaakov is excellent teacher and quite entertaining.,5
26934,"Great Course, and well taught as well!",5
26935,"If you're looking for practical web-development skills, clear explanations, and plentiful examples, this is the right course you should enroll in. Highly recommended for those who don't have any experience in web-development like me lol.",5
26936,Most Effective Course.... Thanks a lot....,5
26937,Extremely useful . I will complete it .,5
26938,"It is a great course, it helped me link all the things I learned from different sources and make something out of them!",5
26939,"Besides the Course been very good, I thing it could be a little bit harder. After watch the lectures of Module 3, I got sad because the Assignment didn't asked for a lot of things we have learned.",4
26940,This course was taught in a very professional way. I liked the style the instructor moved from one concept from other. This Course was worth my time as it turned out much better than i expected and i learnt a lot from this course. Thank You Coursera for such a wonderful course.,5
26941,Excelent course! The professor Yaakov is an awesome teacher! The content of the course is very good!,5
26942,Good Course and Prof. Yaakov is really great!!,5
26943,Wow! Awesome information!,5
26944,"it's very good for me to understand the principle of the HTML, CSS, Javascript...",5
26945,Prof. Chaikin is great and funny! Learned new things even as an experienced developer.,5
26946,Excellent Course and Perfect Prof. Yookov Chaikin :) :like:,5
26947,A really nice course!,5
26948,Excellent course and delivery in easiest style of teaching and practice... :-),5
26949,Very well structured course! The best on front-end I've taken so far!,5
26950,"Thank you for this course! it is helping me understand HTML, CSS and JavaScript from a working point of view, and it shows me how I can combine all the languages beautifully.before I started this course I didn't have the confidence I would succeed as a developer, now I feel more optimistic.thank you!Aled",5
26951,Perfect Course for someone like me to start web development from scratch! Great videos! Thanks for carrying out this course.,5
26952,Excellent course and the presentation for the information was presented in a clear and progressive manor.,5
26953,I liked the Course.,5
26954,Very well structured and covers content from the root. Amazing professor. *Respect*,5
26955,"Great course, great explanation and very enthusiastic teacher",5
26956,Very interesting and very well presented!,5
26957,"Awesome lectures and drills. Also, very useful materials. Perfect to me as a home-based worker. I'll recommend this to my friends and mentors. Kudos Coursera!",5
26958,Very good session on the basics and Javascript. This gives overall good idea on the Web application development.,4
26959,Good course for all developers.,5
26960,Good course,5
26961,Great course! I've learned a lot! Even I'm from China and my English is rusty.,5
26962,Very effective. Helps in learning extremely well.,5
26963,"Really like this class. In addition to the basic HTML/CSS/JavaScript taught in this class, the instructor gave us lots of useful web site to get more resource in the future. The class is well-paced. I only wish that the class is longer say 8 weeks so it can cover more in-depth discussion about JavaScript. Also I wish the last two homework are more challeng",5
26964,"This is a very comprehensive course (based on my personal experience with Coursera at least) that goes into relevant detail on the topics it covers, but without wasting time on unnecessary trivialities. The delivery is clear and engaging, so if you're interested in the matter, you won't get bored. The material covers all the right topics for an up and coming web designer, providing the right amount of information for a confident start and plenty of pointers where and how to expand on the knowledge provided. Another point in favor is the frequent and valuable engagement of the professor and his teaching assistants in the discussion forums, unlike some other courses that feel abandoned by the staff once they start. In closing, I've checked out several web design courses on Coursera and if you can choose only one, this one would definitely be my pick from all the ones I enrolled in.",5
26965,Excellent presentation of material!,5
26966,Amazing course!,5
26967,"Absolutely not apropriate for very beginners. Lacks explanation of ""why"" through all the videos, simply giving you information to remember ""If you do this, this will happen"". Such a structure of explanations doesn't give freedom in the future to do something different, as you don't get a general understanding of what you do.Additionally, all course is tought in Mac. Some commands are different for windows, and they were not even mentioned in the videos! I did not sign up for this course to be forced to spend hours in Google, trying to find how to do something, that supposed to be explained in the lesson.Overall, the course absolutely lacks attention to windows users and is not appropriate for absolute beginners.",2
26968,amazing proffesor!,5
26969,"A course without tedious learning of tags, styles, properties and js commands that tries to give you an overview of developing front end of a single page web app.",5
26970,"Very, very interesting course.",5
26971,It's awesome,5
26972,Very clear and structured material delivered by a great lecturer. Close-to-real-life examples and advices concerning cutting edge developing tools are really helpful.,5
26973,"A good course for beginners, consisting mainly of following along as the instructor demonstrates code. The assignments are short and largely restricted to modifying supplied code. This is a necessary restriction of the peer-review grading process: the problem must be highly constrained in order for an untrained person to quickly grade it. You could certainly learn a lot by completing extra examples from a book or other resources, but this is not required to pass the course.",4
